№	Code	Browser	Sample	Sample Fallback	CLDR Short Name
608	U+1F470 U+1F3FD U+200D U+2642 U+FE0F	👰🏽‍♂️	👰🏽‍♂️	👰🏽 ♂	man with veil: medium skin tone
609	U+1F470 U+1F3FE U+200D U+2642 U+FE0F	👰🏾‍♂️	👰🏾‍♂️	👰🏾 ♂	man with veil: medium-dark skin tone
610	U+1F470 U+1F3FF U+200D U+2642 U+FE0F	👰🏿‍♂️	👰🏿‍♂️	👰🏿 ♂	man with veil: dark skin tone
611	U+1F470 U+200D U+2640 U+FE0F	👰‍♀️	👰‍♀️	👰 ♀	woman with veil
612	U+1F470 U+1F3FB U+200D U+2640 U+FE0F	👰🏻‍♀️	👰🏻‍♀️	👰🏻 ♀	woman with veil: light skin tone
613	U+1F470 U+1F3FC U+200D U+2640 U+FE0F	👰🏼‍♀️	👰🏼‍♀️	👰🏼 ♀	woman with veil: medium-light skin tone
614	U+1F470 U+1F3FD U+200D U+2640 U+FE0F	👰🏽‍♀️	👰🏽‍♀️	👰🏽 ♀	woman with veil: medium skin tone
615	U+1F470 U+1F3FE U+200D U+2640 U+FE0F	👰🏾‍♀️	👰🏾‍♀️	👰🏾 ♀	woman with veil: medium-dark skin tone
616	U+1F470 U+1F3FF U+200D U+2640 U+FE0F	👰🏿‍♀️	👰🏿‍♀️	👰🏿 ♀	woman with veil: dark skin tone
617	U+1F469 U+200D U+1F37C	👩‍🍼	👩‍🍼	👩 🍼	woman feeding baby
618	U+1F469 U+1F3FB U+200D U+1F37C	👩🏻‍🍼	👩🏻‍🍼	👩🏻 🍼	woman feeding baby: light skin tone
619	U+1F469 U+1F3FC U+200D U+1F37C	👩🏼‍🍼	👩🏼‍🍼	👩🏼 🍼	woman feeding baby: medium-light skin tone
620	U+1F469 U+1F3FD U+200D U+1F37C	👩🏽‍🍼	👩🏽‍🍼	👩🏽 🍼	woman feeding baby: medium skin tone
621	U+1F469 U+1F3FE U+200D U+1F37C	👩🏾‍🍼	👩🏾‍🍼	👩🏾 🍼	woman feeding baby: medium-dark skin tone
622	U+1F469 U+1F3FF U+200D U+1F37C	👩🏿‍🍼	👩🏿‍🍼	👩🏿 🍼	woman feeding baby: dark skin tone
623	U+1F468 U+200D U+1F37C	👨‍🍼	👨‍🍼	👨 🍼	man feeding baby
624	U+1F468 U+1F3FB U+200D U+1F37C	👨🏻‍🍼	👨🏻‍🍼	👨🏻 🍼	man feeding baby: light skin tone
625	U+1F468 U+1F3FC U+200D U+1F37C	👨🏼‍🍼	👨🏼‍🍼	👨🏼 🍼	man feeding baby: medium-light skin tone
626	U+1F468 U+1F3FD U+200D U+1F37C	👨🏽‍🍼	👨🏽‍🍼	👨🏽 🍼	man feeding baby: medium skin tone
627	U+1F468 U+1F3FE U+200D U+1F37C	👨🏾‍🍼	👨🏾‍🍼	👨🏾 🍼	man feeding baby: medium-dark skin tone
628	U+1F468 U+1F3FF U+200D U+1F37C	👨🏿‍🍼	👨🏿‍🍼	👨🏿 🍼	man feeding baby: dark skin tone
629	U+1F9D1 U+200D U+1F37C	🧑‍🍼	🧑‍🍼	🧑 🍼	person feeding baby
630	U+1F9D1 U+1F3FB U+200D U+1F37C	🧑🏻‍🍼	🧑🏻‍🍼	🧑🏻 🍼	person feeding baby: light skin tone
631	U+1F9D1 U+1F3FC U+200D U+1F37C	🧑🏼‍🍼	🧑🏼‍🍼	🧑🏼 🍼	person feeding baby: medium-light skin tone
632	U+1F9D1 U+1F3FD U+200D U+1F37C	🧑🏽‍🍼	🧑🏽‍🍼	🧑🏽 🍼	person feeding baby: medium skin tone
633	U+1F9D1 U+1F3FE U+200D U+1F37C	🧑🏾‍🍼	🧑🏾‍🍼	🧑🏾 🍼	person feeding baby: medium-dark skin tone
634	U+1F9D1 U+1F3FF U+200D U+1F37C	🧑🏿‍🍼	🧑🏿‍🍼	🧑🏿 🍼	person feeding baby: dark skin tone
635	U+1F9D1 U+200D U+1F384	🧑‍🎄	🧑‍🎄	🧑 🎄	Mx Claus
636	U+1F9D1 U+1F3FB U+200D U+1F384	🧑🏻‍🎄	🧑🏻‍🎄	🧑🏻 🎄	Mx Claus: light skin tone
637	U+1F9D1 U+1F3FC U+200D U+1F384	🧑🏼‍🎄	🧑🏼‍🎄	🧑🏼 🎄	Mx Claus: medium-light skin tone
638	U+1F9D1 U+1F3FD U+200D U+1F384	🧑🏽‍🎄	🧑🏽‍🎄	🧑🏽 🎄	Mx Claus: medium skin tone
639	U+1F9D1 U+1F3FE U+200D U+1F384	🧑🏾‍🎄	🧑🏾‍🎄	🧑🏾 🎄	Mx Claus: medium-dark skin tone
640	U+1F9D1 U+1F3FF U+200D U+1F384	🧑🏿‍🎄	🧑🏿‍🎄	🧑🏿 🎄	Mx Claus: dark skin tone
641	U+1F9B8 U+200D U+2642 U+FE0F	🦸‍♂️	🦸‍♂️	🦸 ♂	man superhero
642	U+1F9B8 U+1F3FB U+200D U+2642 U+FE0F	🦸🏻‍♂️	🦸🏻‍♂️	🦸🏻 ♂	man superhero: light skin tone
643	U+1F9B8 U+1F3FC U+200D U+2642 U+FE0F	🦸🏼‍♂️	🦸🏼‍♂️	🦸🏼 ♂	man superhero: medium-light skin tone
644	U+1F9B8 U+1F3FD U+200D U+2642 U+FE0F	🦸🏽‍♂️	🦸🏽‍♂️	🦸🏽 ♂	man superhero: medium skin tone
645	U+1F9B8 U+1F3FE U+200D U+2642 U+FE0F	🦸🏾‍♂️	🦸🏾‍♂️	🦸🏾 ♂	man superhero: medium-dark skin tone
646	U+1F9B8 U+1F3FF U+200D U+2642 U+FE0F	🦸🏿‍♂️	🦸🏿‍♂️	🦸🏿 ♂	man superhero: dark skin tone
647	U+1F9B8 U+200D U+2640 U+FE0F	🦸‍♀️	🦸‍♀️	🦸 ♀	woman superhero
648	U+1F9B8 U+1F3FB U+200D U+2640 U+FE0F	🦸🏻‍♀️	🦸🏻‍♀️	🦸🏻 ♀	woman superhero: light skin tone
649	U+1F9B8 U+1F3FC U+200D U+2640 U+FE0F	🦸🏼‍♀️	🦸🏼‍♀️	🦸🏼 ♀	woman superhero: medium-light skin tone
650	U+1F9B8 U+1F3FD U+200D U+2640 U+FE0F	🦸🏽‍♀️	🦸🏽‍♀️	🦸🏽 ♀	woman superhero: medium skin tone
651	U+1F9B8 U+1F3FE U+200D U+2640 U+FE0F	🦸🏾‍♀️	🦸🏾‍♀️	🦸🏾 ♀	woman superhero: medium-dark skin tone
652	U+1F9B8 U+1F3FF U+200D U+2640 U+FE0F	🦸🏿‍♀️	🦸🏿‍♀️	🦸🏿 ♀	woman superhero: dark skin tone
653	U+1F9B9 U+200D U+2642 U+FE0F	🦹‍♂️	🦹‍♂️	🦹 ♂	man supervillain
654	U+1F9B9 U+1F3FB U+200D U+2642 U+FE0F	🦹🏻‍♂️	🦹🏻‍♂️	🦹🏻 ♂	man supervillain: light skin tone
655	U+1F9B9 U+1F3FC U+200D U+2642 U+FE0F	🦹🏼‍♂️	🦹🏼‍♂️	🦹🏼 ♂	man supervillain: medium-light skin tone
656	U+1F9B9 U+1F3FD U+200D U+2642 U+FE0F	🦹🏽‍♂️	🦹🏽‍♂️	🦹🏽 ♂	man supervillain: medium skin tone
657	U+1F9B9 U+1F3FE U+200D U+2642 U+FE0F	🦹🏾‍♂️	🦹🏾‍♂️	🦹🏾 ♂	man supervillain: medium-dark skin tone
658	U+1F9B9 U+1F3FF U+200D U+2642 U+FE0F	🦹🏿‍♂️	🦹🏿‍♂️	🦹🏿 ♂	man supervillain: dark skin tone
659	U+1F9B9 U+200D U+2640 U+FE0F	🦹‍♀️	🦹‍♀️	🦹 ♀	woman supervillain
660	U+1F9B9 U+1F3FB U+200D U+2640 U+FE0F	🦹🏻‍♀️	🦹🏻‍♀️	🦹🏻 ♀	woman supervillain: light skin tone
661	U+1F9B9 U+1F3FC U+200D U+2640 U+FE0F	🦹🏼‍♀️	🦹🏼‍♀️	🦹🏼 ♀	woman supervillain: medium-light skin tone
662	U+1F9B9 U+1F3FD U+200D U+2640 U+FE0F	🦹🏽‍♀️	🦹🏽‍♀️	🦹🏽 ♀	woman supervillain: medium skin tone
663	U+1F9B9 U+1F3FE U+200D U+2640 U+FE0F	🦹🏾‍♀️	🦹🏾‍♀️	🦹🏾 ♀	woman supervillain: medium-dark skin tone
664	U+1F9B9 U+1F3FF U+200D U+2640 U+FE0F	🦹🏿‍♀️	🦹🏿‍♀️	🦹🏿 ♀	woman supervillain: dark skin tone
665	U+1F9D9 U+200D U+2642 U+FE0F	🧙‍♂️	🧙‍♂️	🧙 ♂	man mage
666	U+1F9D9 U+1F3FB U+200D U+2642 U+FE0F	🧙🏻‍♂️	🧙🏻‍♂️	🧙🏻 ♂	man mage: light skin tone
667	U+1F9D9 U+1F3FC U+200D U+2642 U+FE0F	🧙🏼‍♂️	🧙🏼‍♂️	🧙🏼 ♂	man mage: medium-light skin tone
668	U+1F9D9 U+1F3FD U+200D U+2642 U+FE0F	🧙🏽‍♂️	🧙🏽‍♂️	🧙🏽 ♂	man mage: medium skin tone
669	U+1F9D9 U+1F3FE U+200D U+2642 U+FE0F	🧙🏾‍♂️	🧙🏾‍♂️	🧙🏾 ♂	man mage: medium-dark skin tone
670	U+1F9D9 U+1F3FF U+200D U+2642 U+FE0F	🧙🏿‍♂️	🧙🏿‍♂️	🧙🏿 ♂	man mage: dark skin tone
671	U+1F9D9 U+200D U+2640 U+FE0F	🧙‍♀️	🧙‍♀️	🧙 ♀	woman mage
672	U+1F9D9 U+1F3FB U+200D U+2640 U+FE0F	🧙🏻‍♀️	🧙🏻‍♀️	🧙🏻 ♀	woman mage: light skin tone
673	U+1F9D9 U+1F3FC U+200D U+2640 U+FE0F	🧙🏼‍♀️	🧙🏼‍♀️	🧙🏼 ♀	woman mage: medium-light skin tone
674	U+1F9D9 U+1F3FD U+200D U+2640 U+FE0F	🧙🏽‍♀️	🧙🏽‍♀️	🧙🏽 ♀	woman mage: medium skin tone
675	U+1F9D9 U+1F3FE U+200D U+2640 U+FE0F	🧙🏾‍♀️	🧙🏾‍♀️	🧙🏾 ♀	woman mage: medium-dark skin tone
676	U+1F9D9 U+1F3FF U+200D U+2640 U+FE0F	🧙🏿‍♀️	🧙🏿‍♀️	🧙🏿 ♀	woman mage: dark skin tone
677	U+1F9DA U+200D U+2642 U+FE0F	🧚‍♂️	🧚‍♂️	🧚 ♂	man fairy
678	U+1F9DA U+1F3FB U+200D U+2642 U+FE0F	🧚🏻‍♂️	🧚🏻‍♂️	🧚🏻 ♂	man fairy: light skin tone
679	U+1F9DA U+1F3FC U+200D U+2642 U+FE0F	🧚🏼‍♂️	🧚🏼‍♂️	🧚🏼 ♂	man fairy: medium-light skin tone
680	U+1F9DA U+1F3FD U+200D U+2642 U+FE0F	🧚🏽‍♂️	🧚🏽‍♂️	🧚🏽 ♂	man fairy: medium skin tone
681	U+1F9DA U+1F3FE U+200D U+2642 U+FE0F	🧚🏾‍♂️	🧚🏾‍♂️	🧚🏾 ♂	man fairy: medium-dark skin tone
682	U+1F9DA U+1F3FF U+200D U+2642 U+FE0F	🧚🏿‍♂️	🧚🏿‍♂️	🧚🏿 ♂	man fairy: dark skin tone
683	U+1F9DA U+200D U+2640 U+FE0F	🧚‍♀️	🧚‍♀️	🧚 ♀	woman fairy
684	U+1F9DA U+1F3FB U+200D U+2640 U+FE0F	🧚🏻‍♀️	🧚🏻‍♀️	🧚🏻 ♀	woman fairy: light skin tone
685	U+1F9DA U+1F3FC U+200D U+2640 U+FE0F	🧚🏼‍♀️	🧚🏼‍♀️	🧚🏼 ♀	woman fairy: medium-light skin tone
686	U+1F9DA U+1F3FD U+200D U+2640 U+FE0F	🧚🏽‍♀️	🧚🏽‍♀️	🧚🏽 ♀	woman fairy: medium skin tone
687	U+1F9DA U+1F3FE U+200D U+2640 U+FE0F	🧚🏾‍♀️	🧚🏾‍♀️	🧚🏾 ♀	woman fairy: medium-dark skin tone
688	U+1F9DA U+1F3FF U+200D U+2640 U+FE0F	🧚🏿‍♀️	🧚🏿‍♀️	🧚🏿 ♀	woman fairy: dark skin tone
689	U+1F9DB U+200D U+2642 U+FE0F	🧛‍♂️	🧛‍♂️	🧛 ♂	man vampire
690	U+1F9DB U+1F3FB U+200D U+2642 U+FE0F	🧛🏻‍♂️	🧛🏻‍♂️	🧛🏻 ♂	man vampire: light skin tone
691	U+1F9DB U+1F3FC U+200D U+2642 U+FE0F	🧛🏼‍♂️	🧛🏼‍♂️	🧛🏼 ♂	man vampire: medium-light skin tone
692	U+1F9DB U+1F3FD U+200D U+2642 U+FE0F	🧛🏽‍♂️	🧛🏽‍♂️	🧛🏽 ♂	man vampire: medium skin tone
693	U+1F9DB U+1F3FE U+200D U+2642 U+FE0F	🧛🏾‍♂️	🧛🏾‍♂️	🧛🏾 ♂	man vampire: medium-dark skin tone
694	U+1F9DB U+1F3FF U+200D U+2642 U+FE0F	🧛🏿‍♂️	🧛🏿‍♂️	🧛🏿 ♂	man vampire: dark skin tone
695	U+1F9DB U+200D U+2640 U+FE0F	🧛‍♀️	🧛‍♀️	🧛 ♀	woman vampire
696	U+1F9DB U+1F3FB U+200D U+2640 U+FE0F	🧛🏻‍♀️	🧛🏻‍♀️	🧛🏻 ♀	woman vampire: light skin tone
697	U+1F9DB U+1F3FC U+200D U+2640 U+FE0F	🧛🏼‍♀️	🧛🏼‍♀️	🧛🏼 ♀	woman vampire: medium-light skin tone
698	U+1F9DB U+1F3FD U+200D U+2640 U+FE0F	🧛🏽‍♀️	🧛🏽‍♀️	🧛🏽 ♀	woman vampire: medium skin tone
699	U+1F9DB U+1F3FE U+200D U+2640 U+FE0F	🧛🏾‍♀️	🧛🏾‍♀️	🧛🏾 ♀	woman vampire: medium-dark skin tone
700	U+1F9DB U+1F3FF U+200D U+2640 U+FE0F	🧛🏿‍♀️	🧛🏿‍♀️	🧛🏿 ♀	woman vampire: dark skin tone
701	U+1F9DC U+200D U+2642 U+FE0F	🧜‍♂️	🧜‍♂️	🧜 ♂	merman
702	U+1F9DC U+1F3FB U+200D U+2642 U+FE0F	🧜🏻‍♂️	🧜🏻‍♂️	🧜🏻 ♂	merman: light skin tone
703	U+1F9DC U+1F3FC U+200D U+2642 U+FE0F	🧜🏼‍♂️	🧜🏼‍♂️	🧜🏼 ♂	merman: medium-light skin tone
704	U+1F9DC U+1F3FD U+200D U+2642 U+FE0F	🧜🏽‍♂️	🧜🏽‍♂️	🧜🏽 ♂	merman: medium skin tone
705	U+1F9DC U+1F3FE U+200D U+2642 U+FE0F	🧜🏾‍♂️	🧜🏾‍♂️	🧜🏾 ♂	merman: medium-dark skin tone
706	U+1F9DC U+1F3FF U+200D U+2642 U+FE0F	🧜🏿‍♂️	🧜🏿‍♂️	🧜🏿 ♂	merman: dark skin tone
707	U+1F9DC U+200D U+2640 U+FE0F	🧜‍♀️	🧜‍♀️	🧜 ♀	mermaid
708	U+1F9DC U+1F3FB U+200D U+2640 U+FE0F	🧜🏻‍♀️	🧜🏻‍♀️	🧜🏻 ♀	mermaid: light skin tone
709	U+1F9DC U+1F3FC U+200D U+2640 U+FE0F	🧜🏼‍♀️	🧜🏼‍♀️	🧜🏼 ♀	mermaid: medium-light skin tone
710	U+1F9DC U+1F3FD U+200D U+2640 U+FE0F	🧜🏽‍♀️	🧜🏽‍♀️	🧜🏽 ♀	mermaid: medium skin tone
711	U+1F9DC U+1F3FE U+200D U+2640 U+FE0F	🧜🏾‍♀️	🧜🏾‍♀️	🧜🏾 ♀	mermaid: medium-dark skin tone
712	U+1F9DC U+1F3FF U+200D U+2640 U+FE0F	🧜🏿‍♀️	🧜🏿‍♀️	🧜🏿 ♀	mermaid: dark skin tone
713	U+1F9DD U+200D U+2642 U+FE0F	🧝‍♂️	🧝‍♂️	🧝 ♂	man elf
714	U+1F9DD U+1F3FB U+200D U+2642 U+FE0F	🧝🏻‍♂️	🧝🏻‍♂️	🧝🏻 ♂	man elf: light skin tone
715	U+1F9DD U+1F3FC U+200D U+2642 U+FE0F	🧝🏼‍♂️	🧝🏼‍♂️	🧝🏼 ♂	man elf: medium-light skin tone
716	U+1F9DD U+1F3FD U+200D U+2642 U+FE0F	🧝🏽‍♂️	🧝🏽‍♂️	🧝🏽 ♂	man elf: medium skin tone
717	U+1F9DD U+1F3FE U+200D U+2642 U+FE0F	🧝🏾‍♂️	🧝🏾‍♂️	🧝🏾 ♂	man elf: medium-dark skin tone
718	U+1F9DD U+1F3FF U+200D U+2642 U+FE0F	🧝🏿‍♂️	🧝🏿‍♂️	🧝🏿 ♂	man elf: dark skin tone
719	U+1F9DD U+200D U+2640 U+FE0F	🧝‍♀️	🧝‍♀️	🧝 ♀	woman elf
720	U+1F9DD U+1F3FB U+200D U+2640 U+FE0F	🧝🏻‍♀️	🧝🏻‍♀️	🧝🏻 ♀	woman elf: light skin tone
721	U+1F9DD U+1F3FC U+200D U+2640 U+FE0F	🧝🏼‍♀️	🧝🏼‍♀️	🧝🏼 ♀	woman elf: medium-light skin tone
722	U+1F9DD U+1F3FD U+200D U+2640 U+FE0F	🧝🏽‍♀️	🧝🏽‍♀️	🧝🏽 ♀	woman elf: medium skin tone
723	U+1F9DD U+1F3FE U+200D U+2640 U+FE0F	🧝🏾‍♀️	🧝🏾‍♀️	🧝🏾 ♀	woman elf: medium-dark skin tone
724	U+1F9DD U+1F3FF U+200D U+2640 U+FE0F	🧝🏿‍♀️	🧝🏿‍♀️	🧝🏿 ♀	woman elf: dark skin tone
725	U+1F9DE U+200D U+2642 U+FE0F	🧞‍♂️	🧞‍♂️	🧞 ♂	man genie
726	U+1F9DE U+200D U+2640 U+FE0F	🧞‍♀️	🧞‍♀️	🧞 ♀	woman genie
727	U+1F9DF U+200D U+2642 U+FE0F	🧟‍♂️	🧟‍♂️	🧟 ♂	man zombie
728	U+1F9DF U+200D U+2640 U+FE0F	🧟‍♀️	🧟‍♀️	🧟 ♀	woman zombie
729	U+1F486 U+200D U+2642 U+FE0F	💆‍♂️	💆‍♂️	💆 ♂	man getting massage
730	U+1F486 U+1F3FB U+200D U+2642 U+FE0F	💆🏻‍♂️	💆🏻‍♂️	💆🏻 ♂	man getting massage: light skin tone
731	U+1F486 U+1F3FC U+200D U+2642 U+FE0F	💆🏼‍♂️	💆🏼‍♂️	💆🏼 ♂	man getting massage: medium-light skin tone
732	U+1F486 U+1F3FD U+200D U+2642 U+FE0F	💆🏽‍♂️	💆🏽‍♂️	💆🏽 ♂	man getting massage: medium skin tone
733	U+1F486 U+1F3FE U+200D U+2642 U+FE0F	💆🏾‍♂️	💆🏾‍♂️	💆🏾 ♂	man getting massage: medium-dark skin tone
734	U+1F486 U+1F3FF U+200D U+2642 U+FE0F	💆🏿‍♂️	💆🏿‍♂️	💆🏿 ♂	man getting massage: dark skin tone
735	U+1F486 U+200D U+2640 U+FE0F	💆‍♀️	💆‍♀️	💆 ♀	woman getting massage
736	U+1F486 U+1F3FB U+200D U+2640 U+FE0F	💆🏻‍♀️	💆🏻‍♀️	💆🏻 ♀	woman getting massage: light skin tone
737	U+1F486 U+1F3FC U+200D U+2640 U+FE0F	💆🏼‍♀️	💆🏼‍♀️	💆🏼 ♀	woman getting massage: medium-light skin tone
738	U+1F486 U+1F3FD U+200D U+2640 U+FE0F	💆🏽‍♀️	💆🏽‍♀️	💆🏽 ♀	woman getting massage: medium skin tone
739	U+1F486 U+1F3FE U+200D U+2640 U+FE0F	💆🏾‍♀️	💆🏾‍♀️	💆🏾 ♀	woman getting massage: medium-dark skin tone
740	U+1F486 U+1F3FF U+200D U+2640 U+FE0F	💆🏿‍♀️	💆🏿‍♀️	💆🏿 ♀	woman getting massage: dark skin tone
741	U+1F487 U+200D U+2642 U+FE0F	💇‍♂️	💇‍♂️	💇 ♂	man getting haircut
742	U+1F487 U+1F3FB U+200D U+2642 U+FE0F	💇🏻‍♂️	💇🏻‍♂️	💇🏻 ♂	man getting haircut: light skin tone
743	U+1F487 U+1F3FC U+200D U+2642 U+FE0F	💇🏼‍♂️	💇🏼‍♂️	💇🏼 ♂	man getting haircut: medium-light skin tone
744	U+1F487 U+1F3FD U+200D U+2642 U+FE0F	💇🏽‍♂️	💇🏽‍♂️	💇🏽 ♂	man getting haircut: medium skin tone
745	U+1F487 U+1F3FE U+200D U+2642 U+FE0F	💇🏾‍♂️	💇🏾‍♂️	💇🏾 ♂	man getting haircut: medium-dark skin tone
746	U+1F487 U+1F3FF U+200D U+2642 U+FE0F	💇🏿‍♂️	💇🏿‍♂️	💇🏿 ♂	man getting haircut: dark skin tone
747	U+1F487 U+200D U+2640 U+FE0F	💇‍♀️	💇‍♀️	💇 ♀	woman getting haircut
748	U+1F487 U+1F3FB U+200D U+2640 U+FE0F	💇🏻‍♀️	💇🏻‍♀️	💇🏻 ♀	woman getting haircut: light skin tone
749	U+1F487 U+1F3FC U+200D U+2640 U+FE0F	💇🏼‍♀️	💇🏼‍♀️	💇🏼 ♀	woman getting haircut: medium-light skin tone
750	U+1F487 U+1F3FD U+200D U+2640 U+FE0F	💇🏽‍♀️	💇🏽‍♀️	💇🏽 ♀	woman getting haircut: medium skin tone
751	U+1F487 U+1F3FE U+200D U+2640 U+FE0F	💇🏾‍♀️	💇🏾‍♀️	💇🏾 ♀	woman getting haircut: medium-dark skin tone
752	U+1F487 U+1F3FF U+200D U+2640 U+FE0F	💇🏿‍♀️	💇🏿‍♀️	💇🏿 ♀	woman getting haircut: dark skin tone
753	U+1F6B6 U+200D U+2642 U+FE0F	🚶‍♂️	🚶‍♂️	🚶 ♂	man walking
754	U+1F6B6 U+1F3FB U+200D U+2642 U+FE0F	🚶🏻‍♂️	🚶🏻‍♂️	🚶🏻 ♂	man walking: light skin tone
755	U+1F6B6 U+1F3FC U+200D U+2642 U+FE0F	🚶🏼‍♂️	🚶🏼‍♂️	🚶🏼 ♂	man walking: medium-light skin tone
756	U+1F6B6 U+1F3FD U+200D U+2642 U+FE0F	🚶🏽‍♂️	🚶🏽‍♂️	🚶🏽 ♂	man walking: medium skin tone
757	U+1F6B6 U+1F3FE U+200D U+2642 U+FE0F	🚶🏾‍♂️	🚶🏾‍♂️	🚶🏾 ♂	man walking: medium-dark skin tone
758	U+1F6B6 U+1F3FF U+200D U+2642 U+FE0F	🚶🏿‍♂️	🚶🏿‍♂️	🚶🏿 ♂	man walking: dark skin tone
759	U+1F6B6 U+200D U+2640 U+FE0F	🚶‍♀️	🚶‍♀️	🚶 ♀	woman walking
760	U+1F6B6 U+1F3FB U+200D U+2640 U+FE0F	🚶🏻‍♀️	🚶🏻‍♀️	🚶🏻 ♀	woman walking: light skin tone
761	U+1F6B6 U+1F3FC U+200D U+2640 U+FE0F	🚶🏼‍♀️	🚶🏼‍♀️	🚶🏼 ♀	woman walking: medium-light skin tone
762	U+1F6B6 U+1F3FD U+200D U+2640 U+FE0F	🚶🏽‍♀️	🚶🏽‍♀️	🚶🏽 ♀	woman walking: medium skin tone
763	U+1F6B6 U+1F3FE U+200D U+2640 U+FE0F	🚶🏾‍♀️	🚶🏾‍♀️	🚶🏾 ♀	woman walking: medium-dark skin tone
764	U+1F6B6 U+1F3FF U+200D U+2640 U+FE0F	🚶🏿‍♀️	🚶🏿‍♀️	🚶🏿 ♀	woman walking: dark skin tone
765	U+1F6B6 U+200D U+27A1 U+FE0F	🚶‍➡️	🚶‍➡️	🚶 ➡	person walking facing right
766	U+1F6B6 U+1F3FB U+200D U+27A1 U+FE0F	🚶🏻‍➡️	🚶🏻‍➡️	🚶🏻 ➡	person walking facing right: light skin tone
767	U+1F6B6 U+1F3FC U+200D U+27A1 U+FE0F	🚶🏼‍➡️	🚶🏼‍➡️	🚶🏼 ➡	person walking facing right: medium-light skin tone
768	U+1F6B6 U+1F3FD U+200D U+27A1 U+FE0F	🚶🏽‍➡️	🚶🏽‍➡️	🚶🏽 ➡	person walking facing right: medium skin tone
769	U+1F6B6 U+1F3FE U+200D U+27A1 U+FE0F	🚶🏾‍➡️	🚶🏾‍➡️	🚶🏾 ➡	person walking facing right: medium-dark skin tone
770	U+1F6B6 U+1F3FF U+200D U+27A1 U+FE0F	🚶🏿‍➡️	🚶🏿‍➡️	🚶🏿 ➡	person walking facing right: dark skin tone
771	U+1F6B6 U+200D U+2640 U+FE0F U+200D U+27A1 U+FE0F	🚶‍♀️‍➡️	🚶‍♀️‍➡️	🚶 ♀ ➡	woman walking facing right
772	U+1F6B6 U+1F3FB U+200D U+2640 U+FE0F U+200D U+27A1 U+FE0F	🚶🏻‍♀️‍➡️	🚶🏻‍♀️‍➡️	🚶🏻 ♀ ➡	woman walking facing right: light skin tone
773	U+1F6B6 U+1F3FC U+200D U+2640 U+FE0F U+200D U+27A1 U+FE0F	🚶🏼‍♀️‍➡️	🚶🏼‍♀️‍➡️	🚶🏼 ♀ ➡	woman walking facing right: medium-light skin tone
774	U+1F6B6 U+1F3FD U+200D U+2640 U+FE0F U+200D U+27A1 U+FE0F	🚶🏽‍♀️‍➡️	🚶🏽‍♀️‍➡️	🚶🏽 ♀ ➡	woman walking facing right: medium skin tone
775	U+1F6B6 U+1F3FE U+200D U+2640 U+FE0F U+200D U+27A1 U+FE0F	🚶🏾‍♀️‍➡️	🚶🏾‍♀️‍➡️	🚶🏾 ♀ ➡	woman walking facing right: medium-dark skin tone
776	U+1F6B6 U+1F3FF U+200D U+2640 U+FE0F U+200D U+27A1 U+FE0F	🚶🏿‍♀️‍➡️	🚶🏿‍♀️‍➡️	🚶🏿 ♀ ➡	woman walking facing right: dark skin tone
777	U+1F6B6 U+200D U+2642 U+FE0F U+200D U+27A1 U+FE0F	🚶‍♂️‍➡️	🚶‍♂️‍➡️	🚶 ♂ ➡	man walking facing right
778	U+1F6B6 U+1F3FB U+200D U+2642 U+FE0F U+200D U+27A1 U+FE0F	🚶🏻‍♂️‍➡️	🚶🏻‍♂️‍➡️	🚶🏻 ♂ ➡	man walking facing right: light skin tone
779	U+1F6B6 U+1F3FC U+200D U+2642 U+FE0F U+200D U+27A1 U+FE0F	🚶🏼‍♂️‍➡️	🚶🏼‍♂️‍➡️	🚶🏼 ♂ ➡	man walking facing right: medium-light skin tone
780	U+1F6B6 U+1F3FD U+200D U+2642 U+FE0F U+200D U+27A1 U+FE0F	🚶🏽‍♂️‍➡️	🚶🏽‍♂️‍➡️	🚶🏽 ♂ ➡	man walking facing right: medium skin tone
781	U+1F6B6 U+1F3FE U+200D U+2642 U+FE0F U+200D U+27A1 U+FE0F	🚶🏾‍♂️‍➡️	🚶🏾‍♂️‍➡️	🚶🏾 ♂ ➡	man walking facing right: medium-dark skin tone
782	U+1F6B6 U+1F3FF U+200D U+2642 U+FE0F U+200D U+27A1 U+FE0F	🚶🏿‍♂️‍➡️	🚶🏿‍♂️‍➡️	🚶🏿 ♂ ➡	man walking facing right: dark skin tone
783	U+1F9CD U+200D U+2642 U+FE0F	🧍‍♂️	🧍‍♂️	🧍 ♂	man standing
784	U+1F9CD U+1F3FB U+200D U+2642 U+FE0F	🧍🏻‍♂️	🧍🏻‍♂️	🧍🏻 ♂	man standing: light skin tone
785	U+1F9CD U+1F3FC U+200D U+2642 U+FE0F	🧍🏼‍♂️	🧍🏼‍♂️	🧍🏼 ♂	man standing: medium-light skin tone
786	U+1F9CD U+1F3FD U+200D U+2642 U+FE0F	🧍🏽‍♂️	🧍🏽‍♂️	🧍🏽 ♂	man standing: medium skin tone
787	U+1F9CD U+1F3FE U+200D U+2642 U+FE0F	🧍🏾‍♂️	🧍🏾‍♂️	🧍🏾 ♂	man standing: medium-dark skin tone
788	U+1F9CD U+1F3FF U+200D U+2642 U+FE0F	🧍🏿‍♂️	🧍🏿‍♂️	🧍🏿 ♂	man standing: dark skin tone
